Id,employer,min_pos_salary,max_pos_salary,overtime_pay,lump_sum_pay,other_pay,retirement_cost_covered,health_benefits,DOB,pension,employer_url,location,total_wages
5302,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0.0,0.0,2333.65,0.0,0.0,10-05-1967,,msubaroda.ac.in,Vadodara,2333.65
5303,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,1884.3,0.0,0.0,20-05-1977,,sdau.edu.in,Palanpur,1884.3
5304,Saurashtra University,68016.0,105000.0,17123.23,0.0,13855.16,,22640.64,05-10-1953,3.00% @ 50,saurashtrauniversity.edu,Rajkot,134555.79
5305,Gujarat Forensic Sciences University,67656.0,143952.0,0.0,,0.0,0.0,17631.72,19-10-1982,2.00% @ 55,gfsu.edu.in,,101384.2
5306,Institute of Infrastructure Technology Research and Management,40932.0,50076.0,12.47,19.89,0.0,0.0,0.0,23-08-1981,2.00% @ 62,iitram.ac.in,Ahmedabad,127.81
5307,Gujarat Forensic Sciences University,22879.56,38749.56,0.0,0.0,5428.2,0.0,0.0,07-03-1982,,gfsu.edu.in,Gandhinagar,6076.1
5308,Sardar Patel University,73740.0,93456.0,751.98,,0.0,0.0,23510.64,01-11-1983,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar,80424.7
5309,Maharaja Sayajirao University of Baroda,59076.0,131088.0,0.0,,944.23,,0.0,01-03-1984,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara,4764.02
5310,Navsari Agricultural University,62484.0,79848.0,58.72,21.71,0.0,0.0,0.0,15-05-1972,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.nau.in,Navsari,840.43
5311,Anand Agricultural University,22879.56,38749.56,0.0,0.0,3228.1,0.0,0.0,22-08-1959,,www.aau.in,,3228.1
5312,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0.0,0.0,1728.45,0.0,0.0,17-10-1951,,msubaroda.ac.in,,1728.45
5313,Saurashtra University,22879.56,38749.56,0.0,0.0,0.0,,0.0,12-04-1975,,saurashtrauniversity.edu,,3618.0
5314,Navsari Agricultural University,49512.0,66192.0,0.0,0.0,8503.48,0.0,1344.99,13-03-1962,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.nau.in,Navsari,23449.34
5315,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0.0,0.0,6072.2,,0.0,14-02-1952,,iitram.ac.in,Ahmedabad,7329.8
5316,Gujarat University of Transplantation Sciences,22879.56,38749.56,0.0,0.0,3159.0,,0.0,01-02-1965,,www.guts.education,,3159.0
5317,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0.0,0.0,2920.5,0.0,0.0,16-07-1977,,msubaroda.ac.in,,3712.5
5318,Gujarat Forensic Sciences University,59076.0,131088.0,0.0,0.0,5333.34,,2999.56,21-06-1983,2.00% @ 62,gfsu.edu.in,,26085.19
5319,Navsari Agricultural University,85188.0,150792.0,0.0,0.0,18819.2,,3614.64,21-04-1989,2.00% @ 55,www.nau.in,Navsari,125594.42
5320,Gujarat University,44712.0,157800.0,0.0,0.0,396.0,,3614.64,03-03-1978,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad,129673.0
5321,Gujarat Technological University,33468.0,58812.0,615.53,0.0,650.0,0.0,23270.64,05-11-1966,2.00% @ 55,gtu.ac.in,Ahmedabad,36993.53
5322,Shri Govind Guru University,22879.56,38749.56,0.0,,337.5,,0.0,13-07-1984,,sggu.ac.in,Godhra,337.5
5323,Raksha Shakti University,60864.0,213120.0,0.0,0.0,48.0,0.0,9329.16,05-11-1963,2.00% @ 55,rsu.ac.in,Ahmedabad,98395.72
5324,Sardar Patel University,28079.4,41432.76,0.0,0.0,0.0,,0.0,15-10-1968,,spuvvn.edu,Vallabh Vidhyanagar,3495.0
5325,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0.0,0.0,221.0,0.0,0.0,13-11-1981,,iitram.ac.in,,221.0
5326,Anand Agricultural University,26004.0,43308.0,224.32,0.0,650.0,,7698.1,02-06-1952,2.00% @ 62,www.aau.in,Anand,30683.13
5327,Maharaja Sayajirao University of Baroda,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,07-01-1956,,msubaroda.ac.in,Vadodara,832.0
5328,Gujarat Technological University,59076.0,131088.0,0.0,0.0,0.0,0.0,52.29,20-05-1989,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad,14337.8
5329,Sardar Patel University,23587.2,324000.0,0.0,0.0,2500.0,0.0,0.0,16-05-1967,,spuvvn.edu,Vallabh Vidhyanagar,2500.0
5330,Krantiguru Shyamji Krishna Verma Kachchh University,34152.0,59976.0,0.0,0.0,510.0,,7387.18,11-10-1963,2.00% @ 62,kskvku.digitaluniversity.ac,Bhuj,40254.82
5331,Dharamsinh Desai University,85188.0,150792.0,0.0,0.0,0.0,,0.0,12-02-1969,,ddu.ac.in,Nadiad,41854.5
5332,Gujarat Forensic Sciences University,22879.56,38749.56,0.0,0.0,493.9,0.0,0.0,12-07-1988,,gfsu.edu.in,,493.9
5333,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0.0,,0.0,,0.0,01-07-1955,,msubaroda.ac.in,Vadodara,2342.05
5334,Institute of Infrastructure Technology Research and Management,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,09-05-1957,,iitram.ac.in,,702.0
5335,Anand Agricultural University,49512.0,66192.0,0.0,0.0,4251.74,0.0,0.0,05-01-1961,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,Anand,12536.15
5336,Gujarat Ayurved University,22879.56,38749.56,0.0,0.0,6287.2,,0.0,16-03-1975,,ayurveduniversity.edu.in,Jamnagar,6983.2
5337,Gujarat Technological University,22879.56,38749.56,0.0,,7160.95,,0.0,26-09-1977,,gtu.ac.in,,8715.75
5338,Sardarkrushinagar Dantiwada Agricultural University,28079.4,41432.76,0.0,0.0,0.0,,0.0,10-11-1950,,sdau.edu.in,Palanpur,1835.4
5339,Saurashtra University,67656.0,143952.0,0.0,0.0,2178.8,0.0,74.7,03-11-1988,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot,33860.53
5340,Saurashtra University,85188.0,150792.0,0.0,0.0,0.0,,0.0,23-07-1978,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,,12394.2
5341,Institute of Infrastructure Technology Research and Management,59076.0,131088.0,0.0,,0.0,0.0,9319.08,10-10-1989,2.00% @ 62,iitram.ac.in,Ahmedabad,76728.0
5342,Shri Govind Guru University,22879.56,38749.56,0.0,0.0,3049.01,,0.0,10-06-1988,,sggu.ac.in,Godhra,3049.01
5343,Gujarat National Law University,46764.0,82152.0,0.0,,650.0,0.0,8688.72,14-11-1957,2.00% @ 62,gnlu.ac.in,,58255.71
5344,Maharaja Krishnakumarsinhji Bhavnagar University,33480.0,58824.0,0.0,0.0,1987.33,0.0,9999.46,07-08-1963,2.00% @ 62,www.mkbhavuni.edu.in,Bhavnagar,35039.83
5345,Gujarat Forensic Sciences University,67656.0,143952.0,0.0,0.0,0.0,,9319.08,03-10-1966,2.00% @ 60,gfsu.edu.in,Gandhinagar,93243.32
5346,Navsari Agricultural University,28080.0,52920.0,0.0,0.0,0.0,0.0,0.0,27-01-1957,,www.nau.in,Navsari,13647.73
5347,Dr. Babasaheb Ambedkar Open University,22879.56,38749.56,0.0,0.0,1248.5,0.0,0.0,10-11-1976,,baou.edu.in,Ahmedabad,1248.5
5348,Dharamsinh Desai University,46764.0,82152.0,0.0,0.0,650.0,0.0,9319.08,09-07-1976,2.00% @ 55,ddu.ac.in,Nadiad,78249.12
5349,Institute of Infrastructure Technology Research and Management,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,04-02-1975,,iitram.ac.in,Ahmedabad,3178.5
5350,Anand Agricultural University,31200.0,53496.0,0.0,0.0,650.0,0.0,9329.16,08-07-1979,2.00% @ 55,www.aau.in,Anand,43005.69
5351,Maharaja Krishnakumarsinhji Bhavnagar University,74988.0,140976.0,0.0,0.0,650.0,0.0,22710.84,09-03-1956,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar,93602.08
5352,Gujarat University,41112.0,72204.0,0.0,0.0,650.0,,23270.64,12-03-1953,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad,44845.38
5353,Gujarat National Law University,49512.0,66192.0,0.0,0.0,4194.07,,23270.64,21-01-1979,Part-Time Seasonal and Temporary (PST) Retirement Plan,gnlu.ac.in,Gandhinagar,33337.51
5354,Gujarat University of Transplantation Sciences,28079.4,41432.76,0.0,0.0,0.0,,0.0,17-09-1954,,www.guts.education,,4434.75
5355,Saurashtra University,36120.0,63480.0,184.98,0.0,650.0,0.0,23270.64,23-02-1963,2.00% @ 55,saurashtrauniversity.edu,Rajkot,42121.3
5356,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0.0,,3753.6,0.0,0.0,03-05-1959,,msubaroda.ac.in,,3753.6
5357,Gujarat Technological University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,04-03-1985,,gtu.ac.in,Ahmedabad,2524.5
5358,Gujarat National Law University,22879.56,38749.56,0.0,0.0,1523.75,,0.0,24-04-1958,,gnlu.ac.in,Gandhinagar,1523.75
5359,Anand Agricultural University,37380.0,65700.0,2061.98,0.0,1439.15,0.0,9237.72,25-06-1956,2.00% @ 55,www.aau.in,,61112.21
5360,Hemchandracharya North Gujarat University,22879.56,38749.56,0.0,0.0,6664.9,0.0,0.0,12-08-1963,,ngu.ac.in,,7753.9
5361,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,36.0,0.0,0.0,02-02-1962,,sdau.edu.in,,36.0
5362,Gujarat Technological University,22879.56,38749.56,0.0,,900.0,0.0,0.0,23-05-1952,,gtu.ac.in,Ahmedabad,900.0
5363,Bhakta Kavi Narsinh Mehta University,59076.0,131088.0,0.0,0.0,6894.2,0.0,89.64,03-10-1967,2.00% @ 62,www.bknmu.edu.in,,42945.29
5364,Institute of Infrastructure Technology Research and Management,56316.0,98904.0,0.0,0.0,1008.0,,23270.64,21-01-1981,2.00% @ 55,iitram.ac.in,Ahmedabad,69676.8
5365,Saurashtra University,59076.0,131088.0,0.0,0.0,1104.0,0.0,1769.64,17-02-1982,2.00% @ 62,saurashtrauniversity.edu,Rajkot,44566.55
5366,Gujarat University of Transplantation Sciences,56316.0,98904.0,0.0,0.0,750.0,,9329.16,17-05-1986,2.00% @ 55,www.guts.education,Ahmedabad,64048.44
5367,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0.0,0.0,1538.9,,0.0,19-10-1979,,www.mkbhavuni.edu.in,Bhavnagar,2150.5
5368,Maharaja Krishnakumarsinhji Bhavnagar University,85188.0,150792.0,0.0,0.0,10362.0,,23270.64,16-03-1977,2.00% @ 55,www.mkbhavuni.edu.in,,104360.38
5369,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0.0,0.0,4143.06,,0.0,06-03-1961,,www.bknmu.edu.in,,4193.24
5370,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0.0,0.0,2052.66,,0.0,20-09-1978,,iitram.ac.in,,2052.66
5371,Shri Govind Guru University,59076.0,131088.0,0.0,0.0,7811.4,0.0,399.8,27-01-1985,2.00% @ 55,sggu.ac.in,Godhra,27920.14
5372,Maharaja Sayajirao University of Baroda,49512.0,66192.0,0.0,0.0,0.0,,22.41,26-11-1953,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara,4839.2
5373,Navsari Agricultural University,29976.0,42336.0,0.0,,0.0,0.0,0.0,22-01-1982,,www.nau.in,,1285.5
5374,Sardar Patel University,44604.0,78360.0,0.0,0.0,650.0,0.0,23270.64,24-01-1952,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar,63995.16
5375,Dr. Babasaheb Ambedkar Open University,97968.0,173388.0,0.0,0.0,0.0,,23270.64,24-05-1952,2.00% @ 55,baou.edu.in,Ahmedabad,129290.76
5376,Institute of Infrastructure Technology Research and Management,28079.4,41432.76,0.0,0.0,0.0,,0.0,07-11-1983,,iitram.ac.in,,130.0
5377,Dr. Babasaheb Ambedkar Open University,22879.56,38749.56,0.0,,1646.4,,0.0,20-06-1965,,baou.edu.in,Ahmedabad,1646.4
5378,Gujarat Technological University,49512.0,66192.0,0.0,0.0,0.0,,89.64,25-05-1951,2.00% @ 62,gtu.ac.in,Ahmedabad,30418.17
5379,Gujarat Forensic Sciences University,54648.0,77856.0,0.0,0.0,1023.79,,21455.28,01-04-1977,2.00% @ 55,gfsu.edu.in,Gandhinagar,55394.79
5380,Shri Govind Guru University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,12-06-1962,,sggu.ac.in,Godhra,221.0
5381,Gujarat Technological University,22879.56,38749.56,0.0,0.0,4690.1,0.0,0.0,20-01-1950,,gtu.ac.in,Ahmedabad,4690.1
5382,Ganpat University,22879.56,38749.56,0.0,,250.8,,0.0,06-04-1953,,gu.ac.in,Mehsana,250.8
5383,Dr. Babasaheb Ambedkar Open University,59076.0,131088.0,0.0,0.0,352.47,,0.0,09-08-1988,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,Ahmedabad,1179.77
5384,Gujarat University of Transplantation Sciences,23587.2,324000.0,0.0,0.0,2438.0,,0.0,03-06-1961,,www.guts.education,Ahmedabad,2438.0
5385,Krantiguru Shyamji Krishna Verma Kachchh University,49512.0,66192.0,0.0,0.0,442.89,0.0,0.0,01-01-1952,Part-Time Seasonal and Temporary (PST) Retirement Plan,kskvku.digitaluniversity.ac,Bhuj,4554.8
5386,Dr. Babasaheb Ambedkar Open University,28079.4,41432.76,0.0,0.0,0.0,,0.0,19-03-1977,,baou.edu.in,,2060.5
5387,Gujarat Forensic Sciences University,62340.0,88932.0,0.0,0.0,1023.79,,17631.72,23-11-1985,2.00% @ 55,gfsu.edu.in,Gandhinagar,68058.67
5388,Anand Agricultural University,22879.56,38749.56,0.0,0.0,785.2,,0.0,09-01-1960,,www.aau.in,Anand,785.2
5389,Institute of Infrastructure Technology Research and Management,31200.0,44604.0,0.0,330.46,650.0,,14226.19,27-04-1976,2.00% @ 62,iitram.ac.in,Ahmedabad,26681.9
5390,Gujarat Forensic Sciences University,44712.0,157800.0,0.0,0.0,54.0,,3614.64,20-11-1956,2.00% @ 55,gfsu.edu.in,Gandhinagar,73822.0
5391,Ganpat University,22879.56,38749.56,0.0,0.0,7366.55,,0.0,03-09-1960,,gu.ac.in,Mehsana,11753.56
5392,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,148.5,0.0,0.0,09-06-1954,,sdau.edu.in,Palanpur,148.5
5393,Navsari Agricultural University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,03-09-1961,,www.nau.in,,472.5
5394,Sardar Patel University,22879.56,38749.56,0.0,0.0,10301.85,,0.0,09-03-1966,,spuvvn.edu,,10301.85
5395,Gujarat National Law University,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,03-01-1973,Part-Time Seasonal and Temporary (PST) Retirement Plan,gnlu.ac.in,Gandhinagar,10010.8
5396,Gujarat University of Transplantation Sciences,49512.0,66192.0,0.0,0.0,1705.6,,1769.64,13-05-1970,2.00% @ 62,www.guts.education,,36754.03
5397,Gujarat Forensic Sciences University,28079.4,41432.76,0.0,0.0,0.0,,0.0,13-07-1963,,gfsu.edu.in,Gandhinagar,3458.0
5398,Gujarat University of Transplantation Sciences,52464.0,125736.0,0.0,0.0,650.0,0.0,23270.64,06-11-1973,2.00% @ 55,www.guts.education,Ahmedabad,81224.56
5399,Sardar Patel University,22879.56,38749.56,0.0,0.0,762.0,,0.0,11-05-1954,,spuvvn.edu,Vallabh Vidhyanagar,762.0
5400,Saurashtra University,42180.0,74076.0,0.0,0.0,1310.0,,23270.64,16-05-1977,2.00% @ 55,saurashtrauniversity.edu,,55169.4
5401,Maharaja Krishnakumarsinhji Bhavnagar University,30024.0,108996.0,0.0,0.0,843.5,,21860.91,14-08-1963,2.00% @ 62,www.mkbhavuni.edu.in,,58008.44
5402,Maharaja Krishnakumarsinhji Bhavnagar University,59076.0,131088.0,0.0,0.0,15695.59,,22.41,26-10-1956,2.00% @ 62,www.mkbhavuni.edu.in,Bhavnagar,42758.59
5403,Gujarat University,22879.56,38749.56,0.0,,5382.0,,0.0,05-11-1951,,gujaratuniversity.org.in,Ahmedabad,10854.0
5404,Gujarat University,49512.0,66192.0,0.0,0.0,0.0,,0.0,18-06-1963,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,,1349.15
5405,Navsari Agricultural University,22879.56,38749.56,0.0,0.0,533.5,0.0,0.0,05-03-1973,,www.nau.in,Navsari,533.5
5406,Gujarat University of Transplantation Sciences,22879.56,38749.56,0.0,0.0,3540.0,0.0,0.0,09-08-1952,,www.guts.education,,3540.0
5407,Bhakta Kavi Narsinh Mehta University,46764.0,82152.0,0.0,0.0,1538.2,,20921.09,13-07-1958,2.00% @ 55,www.bknmu.edu.in,Junagadh,69850.2
5408,Gujarat Technological University,59076.0,131088.0,0.0,0.0,21385.5,,9055.84,18-08-1963,2.00% @ 62,gtu.ac.in,,96301.08
5409,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0.0,0.0,443.3,,0.0,25-06-1967,,www.mkbhavuni.edu.in,Bhavnagar,443.3
5410,Gujarat Forensic Sciences University,31200.0,53496.0,0.0,0.0,0.0,,0.0,20-04-1962,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,,118.18
5411,Gujarat Ayurved University,22879.56,38749.56,0.0,0.0,6007.6,0.0,0.0,01-06-1988,,ayurveduniversity.edu.in,Jamnagar,6007.6
5412,Saurashtra University,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,08-06-1988,,saurashtrauniversity.edu,Rajkot,3111.75
5413,Gujarat Technological University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,07-05-1980,,gtu.ac.in,Ahmedabad,8252.9
5414,Anand Agricultural University,85188.0,150792.0,0.0,0.0,29390.4,,23270.64,07-08-1974,2.00% @ 55,www.aau.in,Anand,153369.56
5415,Saurashtra University,28079.4,41432.76,0.0,0.0,0.0,,0.0,20-08-1961,,saurashtrauniversity.edu,Rajkot,1265.0
5416,Shri Govind Guru University,44712.0,157800.0,0.0,0.0,-57.76,0.0,2923.68,24-02-1966,2.00% @ 62,sggu.ac.in,,12741.3
5417,Gujarat University of Transplantation Sciences,33060.0,58080.0,398.89,0.0,650.0,0.0,8998.68,15-02-1981,2.00% @ 62,www.guts.education,Ahmedabad,40486.17
5418,Maharaja Krishnakumarsinhji Bhavnagar University,67656.0,143952.0,0.0,0.0,12994.9,,23270.64,13-08-1958,2.00% @ 60,www.mkbhavuni.edu.in,Bhavnagar,92177.62
5419,Dr. Babasaheb Ambedkar Open University,22879.56,38749.56,0.0,0.0,0.0,,0.0,11-03-1970,,baou.edu.in,Ahmedabad,9439.4
5420,Gujarat University of Transplantation Sciences,59076.0,131088.0,0.0,,0.0,0.0,4614.58,16-08-1964,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad,16479.98
5421,Gujarat Forensic Sciences University,48288.0,84816.0,0.54,0.0,650.0,0.0,20313.72,01-09-1975,2.00% @ 55,gfsu.edu.in,Gandhinagar,56519.73
5422,Gujarat Technological University,59076.0,131088.0,0.0,0.0,8895.6,0.0,8698.2,19-08-1979,2.00% @ 62,gtu.ac.in,Ahmedabad,93697.6
5423,Maharaja Sayajirao University of Baroda,37380.0,65700.0,0.0,0.0,650.0,,23270.64,03-06-1964,2.00% @ 55,msubaroda.ac.in,Vadodara,44150.0
5424,Gujarat Forensic Sciences University,49512.0,66192.0,0.0,0.0,0.0,,4626.33,20-02-1981,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar,16042.62
5425,Sardar Patel University,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,06-08-1973,,spuvvn.edu,Vallabh Vidhyanagar,6608.5
5426,Anand Agricultural University,37380.0,65700.0,0.0,,0.0,0.0,9869.32,10-04-1982,2.00% @ 62,www.aau.in,Anand,21230.0
5427,Gujarat University of Transplantation Sciences,59076.0,131088.0,0.0,0.0,7688.0,,9237.72,18-05-1986,2.00% @ 62,www.guts.education,Ahmedabad,85530.0
5428,Saurashtra University,59076.0,131088.0,0.0,0.0,15954.5,,20547.64,07-01-1974,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,,37951.34
5429,Sardar Patel University,22879.56,291194.4,0.0,0.0,0.0,,0.0,23-03-1980,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar,12687.0
5430,Gujarat Forensic Sciences University,22879.56,38749.56,0.0,0.0,2925.88,,0.0,07-08-1984,,gfsu.edu.in,,2925.88
5431,Navsari Agricultural University,22879.56,38749.56,0.0,0.0,7335.0,0.0,0.0,02-06-1976,,www.nau.in,Navsari,10184.0
5432,Gujarat Forensic Sciences University,67656.0,143952.0,0.0,0.0,8381.4,0.0,89.64,25-08-1952,2.00% @ 55,gfsu.edu.in,Gandhinagar,87537.72
5433,Saurashtra University,46764.0,82152.0,0.0,0.0,650.0,,23270.64,26-07-1984,2.00% @ 62,saurashtrauniversity.edu,,64972.58
5434,Maharaja Krishnakumarsinhji Bhavnagar University,48996.0,91788.0,0.0,0.0,0.0,0.0,0.0,04-01-1962,,www.mkbhavuni.edu.in,,2213.04
5435,Saurashtra University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,22-10-1969,,saurashtrauniversity.edu,Rajkot,455.0
5436,Maharaja Sayajirao University of Baroda,42180.0,74076.0,127.64,0.0,2132.94,,9237.72,23-08-1958,2.00% @ 62,msubaroda.ac.in,Vadodara,44388.65
5437,Shri Govind Guru University,22879.56,38749.56,0.0,,350.75,0.0,0.0,20-09-1978,,sggu.ac.in,Godhra,350.75
5438,Navsari Agricultural University,67656.0,143952.0,0.0,0.0,5135.61,0.0,82.17,06-04-1954,2.00% @ 55,www.nau.in,Navsari,55339.5
5439,Gujarat Forensic Sciences University,31200.0,44604.0,0.0,403.29,0.0,,0.0,09-01-1966,2.00% @ 62,gfsu.edu.in,,1270.38
5440,Maharaja Krishnakumarsinhji Bhavnagar University,49512.0,66192.0,0.0,0.0,4790.2,0.0,442.41,10-10-1988,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,,13219.53
5441,Maharaja Krishnakumarsinhji Bhavnagar University,59076.0,131088.0,0.0,,0.0,,0.0,18-07-1959,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,,12071.97
5442,Gujarat Forensic Sciences University,22879.56,38749.56,0.0,0.0,792.0,0.0,0.0,07-02-1980,,gfsu.edu.in,,792.0
5443,Gujarat Forensic Sciences University,31200.0,44604.0,0.0,639.07,0.0,0.0,8745.8,03-02-1957,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar,12319.48
5444,Bhakta Kavi Narsinh Mehta University,37380.0,65700.0,0.0,0.0,650.0,0.0,23270.64,05-07-1953,2.00% @ 55,www.bknmu.edu.in,Junagadh,52063.64
5445,Gujarat National Law University,67656.0,143952.0,0.0,0.0,0.0,,9319.08,01-06-1955,2.00% @ 55,gnlu.ac.in,,92080.32
5446,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,132.0,0.0,0.0,25-10-1983,,sdau.edu.in,Palanpur,132.0
5447,Institute of Infrastructure Technology Research and Management,59076.0,131088.0,0.0,0.0,5341.17,0.0,23270.64,06-05-1988,2.00% @ 55,iitram.ac.in,Ahmedabad,68401.15
5448,Saurashtra University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,22-09-1976,,saurashtrauniversity.edu,Rajkot,1097.55
5449,Gujarat Technological University,85188.0,150792.0,0.0,,10874.18,,0.0,04-01-1951,,gtu.ac.in,Ahmedabad,10874.18
5450,Gujarat University,46764.0,82152.0,0.0,0.0,650.0,0.0,8998.68,21-10-1969,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad,57051.28
5451,Gujarat Forensic Sciences University,22879.56,38749.56,0.0,0.0,1014.0,0.0,0.0,17-08-1976,,gfsu.edu.in,Gandhinagar,1014.0
5452,Gujarat Forensic Sciences University,28079.4,41432.76,0.0,0.0,0.0,,0.0,21-07-1964,,gfsu.edu.in,Gandhinagar,130.0
5453,Sardar Patel University,22879.56,38749.56,0.0,0.0,1881.5,,0.0,16-01-1985,,spuvvn.edu,,1881.5
5454,Hemchandracharya North Gujarat University,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,05-06-1957,,ngu.ac.in,Patan,1551.0
5455,Navsari Agricultural University,22879.56,38749.56,0.0,0.0,5685.5,,0.0,12-06-1976,,www.nau.in,Navsari,6479.0
5456,Sardarkrushinagar Dantiwada Agricultural University,59076.0,131088.0,0.0,0.0,14779.76,0.0,16978.68,18-10-1969,2.00% @ 62,sdau.edu.in,,98157.76
5457,Anand Agricultural University,59076.0,131088.0,0.0,0.0,5432.52,,0.0,24-05-1952,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,,10865.04
5458,Dharamsinh Desai University,85188.0,150792.0,0.0,0.0,17822.0,0.0,757.02,25-04-1975,2.00% @ 55,ddu.ac.in,Nadiad,26719.64
5459,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0.0,0.0,1768.0,0.0,0.0,12-09-1972,,sdau.edu.in,Palanpur,1768.0
5460,Gujarat University,22879.56,38749.56,0.0,,4775.64,,0.0,26-05-1953,,gujaratuniversity.org.in,,5715.02
5461,Anand Agricultural University,59076.0,131088.0,0.0,0.0,11382.94,0.0,0.0,08-01-1973,2.00% @ 55,www.aau.in,,22765.88
5462,Gujarat University,22879.56,38749.56,0.0,0.0,8786.75,,0.0,23-07-1983,,gujaratuniversity.org.in,Ahmedabad,11567.45
5463,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0.0,0.0,3760.9,0.0,0.0,24-08-1950,,iitram.ac.in,Ahmedabad,6400.9
5464,Raksha Shakti University,60864.0,213120.0,0.0,0.0,258.0,,22015.08,11-06-1980,2.00% @ 55,rsu.ac.in,Ahmedabad,170506.64
5465,Navsari Agricultural University,85188.0,150792.0,0.0,0.0,0.0,,23270.64,24-04-1987,2.00% @ 55,www.nau.in,Navsari,110538.8
5466,Gujarat Ayurved University,132.0,2880.0,0.0,0.0,3642.5,0.0,0.0,01-04-1978,Part-Time Seasonal and Temporary (PST) Retirement Plan,ayurveduniversity.edu.in,Jamnagar,3642.5
5467,Maharaja Sayajirao University of Baroda,22879.56,291194.4,0.0,0.0,0.0,,0.0,27-04-1985,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,,4019.6
5468,Navsari Agricultural University,22879.56,38749.56,0.0,0.0,242.0,,0.0,13-05-1962,,www.nau.in,Navsari,242.0
5469,Navsari Agricultural University,34152.0,59976.0,0.0,0.0,923.61,,23270.64,09-05-1980,2.00% @ 55,www.nau.in,,46090.95
5470,Gujarat University of Transplantation Sciences,132.0,2880.0,0.0,0.0,11500.0,,0.0,20-09-1960,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad,11500.0
5471,Saurashtra University,85188.0,150792.0,0.0,0.0,25081.0,0.0,13223.79,19-03-1963,2.00% @ 55,saurashtrauniversity.edu,,75935.48
5472,Sardar Patel University,22879.56,38749.56,0.0,0.0,605.0,,0.0,21-04-1979,,spuvvn.edu,Vallabh Vidhyanagar,605.0
